user_id,rec_1,rec_2,rec_3,rec_4,rec_5
5506791994691605,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791976330058,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791963037186,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791953464460,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791978939036,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791981471302,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791961037165,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791996499162,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965210273,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791978220041,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791954468603,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786215982409
5506791991020744,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791996556138,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791991707938,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791954355366,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791994802094,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791995988547,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791979318788,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791981762462,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791983716193,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791984038361,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791969484877,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791978933000,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791960718063,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791989848650,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791977986826,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791972608632,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791983620927,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965849549,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
4486566719693476,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791971836499,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791985598889,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791952753835,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791995996937,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791983021551,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791957816427,1377786217541698,1377786228240538,1377786228243389,1377786215982409,1377786217544226
5506791971536200,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791994979589,1377786217541698,1377786228240538,1377786228262109,1377786228243389,1377786215982409
5506791970964019,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791980642796,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791962469052,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791996194192,1377786217541698,1377786228237359,1377786228243389,1377786215982409,1377786217544226
5506791981451796,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791948615174,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965550753,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791964204352,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965949023,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791973778015,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791995275599,1377786217541698,1377786228237359,1377786228243389,1377786215982409,1377786228189551
5506791995061359,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791989199168,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791962911576,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791953046511,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791986440825,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791995358881,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791992352537,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791976287601,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791952901593,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791984835067,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791948690361,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791959437312,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791982280488,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791947260661,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965471950,1377786217541698,1377786228237359,1377786228243389,1377786215982409,1377786217544226
5506791990639577,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791993372174,1377786217541698,1377786228237359,1377786228262109,1377786228243389,1377786215982409
5506791950665438,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791995359412,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791992552604,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791951297852,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791987245576,1377786217541698,1377786228237359,1377786228262109,1377786228243389,1377786215982409
5506791949095951,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791955078188,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791977359523,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791984011718,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791959030654,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791950718105,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791991792598,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791992403381,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791991622688,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791984843635,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791963908489,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791996267979,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791982739966,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791966101901,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791992806493,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791982006241,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791992039017,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791985947757,1377786217541698,1377786228237359,1377786228240538,1377786228243389,1377786215982409
5506791982826491,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791994697145,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791953847959,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791983129780,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791971625672,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791990340442,1377786228237359,1377786228240538,1377786228262109,1377786228243389,1377786215982409
5506791948250615,1377786217541698,1377786228240538,1377786228262109,1377786215982409,1377786217544226
5506791967631324,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791956795836,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791993063370,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791956407973,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791967043320,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791968321952,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965538906,1377786217541698,1377786228237359,1377786228243389,1377786215982409,1377786217544226
5506791988322403,1377786217541698,1377786228237359,1377786228262109,1377786228243389,1377786215982409
5506791969243455,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791964818413,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791957241601,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791973228533,1377786217541698,1377786228237359,1377786228262109,1377786228243389,1377786215982409
5506791962237926,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791964444157,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791964315993,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791964053572,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791992305301,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786215982409
5506791975398117,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791973778115,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791985641209,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791966057741,1377786217541698,1377786228262109,1377786215982409,1377786217544226,1377786228189551
5506791990482335,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791963950982,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791986442213,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791989697801,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791962011350,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791961791577,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791946924407,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791969685487,1377786217541698,1377786228237359,1377786228262109,1377786228243389,1377786215982409
5506791974742165,1377786217541698,1377786228262109,1377786228243389,1377786215982409,1377786217544226
5506791991196433,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791983821032,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791973416431,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791963947585,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786215982409
5506791993105828,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791981737028,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791956651708,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791956573100,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791981510060,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791954207226,1377786217541698,1377786228237359,1377786228240538,1377786228243389,1377786215982409
5506791980549402,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791956408883,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791986357210,1377786217541698,1377786228237359,1377786228240538,1377786228243389,1377786215982409
5506791982384744,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791971242069,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791990241482,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791973865180,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791988115655,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791995207839,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791985946255,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791991679152,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791973453415,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791991121643,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
3514595527271076,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791992145097,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791953783933,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
3877822027702948,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965095927,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791994349602,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791978789613,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791978763490,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791953546421,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791973755742,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791962253517,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791963175167,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791979225059,1377786217541698,1377786228240538,1377786228262109,1377786228243389,1377786215982409
5506791987961179,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791974780074,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791953694643,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965213105,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791964432987,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
4546528720364196,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791989325920,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791995206779,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791947191866,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791954547145,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791963990248,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791989714108,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791979492152,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791962635550,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791991650344,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791985868995,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791978924555,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791972726722,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791967715075,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965300204,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791983261450,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791984399352,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791972575619,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791953225065,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791960199122,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791980571543,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791988331602,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791983099162,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791989542193,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791994534380,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791962645347,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786215982409
5506791995160267,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791969238213,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791969074818,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791993958165,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791966921814,1377786217541698,1377786228237359,1377786228240538,1377786228243389,1377786215982409
5506791963547025,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791961872419,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791953691449,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786215982409
5506791977857272,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791984900819,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791978735897,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791993310364,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791956635218,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791995674189,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791962782850,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791983004019,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791968545968,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791966935315,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791949287742,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791994355730,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791974425818,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791960559169,1377786217541698,1377786228240538,1377786228262109,1377786228243389,1377786215982409
5506791962684926,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791957876442,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791950528666,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791964988718,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791989052467,1377786217541698,1377786228237359,1377786228240538,1377786215982409,1377786217544226
5506791979646770,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791952599520,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791961675521,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791966396208,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791980713701,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791953132801,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791977677285,1377786217541698,1377786228262109,1377786228243389,1377786215982409,1377786217544226
5506791956292326,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791962512141,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791974852010,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791973775391,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791981450535,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791971282739,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791988605733,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791986573805,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791962760512,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791992111929,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791996072012,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791978243213,1377786217541698,1377786228262109,1377786228243389,1377786215982409,1377786217544226
5506791984027357,1377786217541698,1377786228237359,1377786228262109,1377786228243389,1377786215982409
5506791984544434,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791985580452,1377786228237359,1377786228240538,1377786228262109,1377786228243389,1377786215982409
5506791954708088,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791949949907,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791980992522,1377786217541698,1377786228240538,1377786228243389,1377786215982409,1377786217544226
5506791973473293,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791986486741,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791994309529,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791987245562,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791973237312,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791962542371,1377786217541698,1377786228237359,1377786228240538,1377786228243389,1377786215982409
5506791990945509,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965816123,1377786217541698,1377786228237359,1377786228262109,1377786228243389,1377786215982409
5506791988132009,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791966670422,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791979370540,1377786217541698,1377786228237359,1377786228262109,1377786228243389,1377786215982409
5506791995378012,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791957119853,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786215982409
5506791965353069,1377786217541698,1377786228262109,1377786228243389,1377786215982409,1377786217544226
5506791966528822,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791995191411,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791966071190,1377786217541698,1377786228237359,1377786228262109,1377786228243389,1377786215982409
5506791989141726,1377786217541698,1377786228240538,1377786228262109,1377786228243389,1377786215982409
5506791963443609,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791993807114,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791987158491,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791964537558,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791986097336,1377786217541698,1377786228237359,1377786228240538,1377786228243389,1377786215982409
5506791983052201,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791978746390,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791953904560,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791950805713,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791988219007,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791974050446,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791970450388,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791988759756,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791988292201,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791950150421,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791965671611,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791986393717,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791986070691,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791977410791,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791986501378,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791995062017,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791952612301,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
3908802014257828,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791977862519,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791973282892,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791994637628,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791964127534,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791955519537,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791970735277,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
5506791975408142,1377786217541698,1377786228237359,1377786228240538,1377786228262109,1377786228243389
